Deal ID,Deal Name,Deal Stage,Pipeline,Amount,Close Date,Create Date,Deal Owner,Deal Type,Closed Lost Reason,Associated Company Domain,Associated Contact Email
DEAL-b447904d-de5a-4c0c-905c-d51b0849d455,"Watson, Stewart and Curtis - Existing Business Opportunity",Qualified to Buy,Sales Pipeline,238647.8,2025-09-13,2023-12-14,michael.scott@example.com,Existing Business,,perez-joseph.com,guerrerohenry@example.org
DEAL-54c8efdd-696d-44b1-85d8-b3f4601a0a9b,"Owens, Jenkins and Mcdaniel - New Business Opportunity",Decision Maker Bought-In,Renewals Pipeline,195411.63,2025-06-19,2023-08-23,pam.beesly@example.com,Existing Business,,bell-marshall.info,browndaniel@example.com
DEAL-b37c67a6-6c22-441f-b5e7-cff85c0dfc91,"Huffman, Brock and Leonard - Existing Business Opportunity",Qualified to Buy,Sales Pipeline,249094.5,2025-05-12,2023-07-24,jim.halpert@example.com,New Business,,smith-robinson.com,melissahernandez@example.org
DEAL-1a23f266-f60b-43d7-9f5e-c85b4254b78f,Yu-Williams - Existing Business Opportunity,Contract Sent,Sales Pipeline,125690.43,2025-08-13,2024-05-06,angela.martin@example.com,Existing Business,,johnson-simmons.com,gnelson@example.com
DEAL-1c7fe938-d87b-456a-91d5-81c256318100,"Perez, Olson and Stokes - Existing Business Opportunity",Closed Won,Renewals Pipeline,13540.61,2024-11-30,2023-12-08,dwight.schrute@example.com,New Business,,parsons-moore.com,hbrown@example.org
DEAL-b40ca4e0-b41e-40fd-9e5d-12a23bb0f54a,Brown Ltd - Existing Business Opportunity,Qualified to Buy,Sales Pipeline,117688.69,2025-07-15,2023-12-05,michael.scott@example.com,New Business,,mcpherson.com,kristingallagher@example.net
DEAL-54b0339d-27b7-4487-b4a1-763eb6330a07,Cooper-Kelly - New Business Opportunity,Qualified to Buy,Renewals Pipeline,188408.68,2025-06-09,2023-12-13,pam.beesly@example.com,Existing Business,,singh.com,shannonstacey@example.com
DEAL-2e0249ce-2ef5-4ddd-989a-3d17ca1aef1d,"Taylor, Gray and Henderson - Existing Business Opportunity",Presentation Scheduled,Sales Pipeline,32902.86,2025-08-28,2023-11-01,jim.halpert@example.com,Existing Business,,freeman.net,cookjacob@example.net
DEAL-df62fc83-8d54-496c-8df9-53226f65d6b1,"Alvarez, Roberts and Brooks - New Business Opportunity",Closed Lost,Sales Pipeline,103069.11,2024-01-20,2023-07-04,angela.martin@example.com,New Business,Product Fit,smith.org,ltapia@example.net
DEAL-2589d168-b6ab-4fae-95f8-945f496bcf42,Morales-Clark - New Business Opportunity,Closed Won,Renewals Pipeline,231020.69,2024-08-08,2024-07-28,dwight.schrute@example.com,Existing Business,,griffin-cobb.com,salasjoseph@example.net
DEAL-f469cec6-03cf-4ece-9d19-e4876244af13,"Myers, Garza and Estrada - Existing Business Opportunity",Contract Sent,Sales Pipeline,58235.58,2025-09-08,2023-01-19,michael.scott@example.com,Existing Business,,perry-brown.com,vrichardson@example.net
DEAL-3a2066ee-c8a4-4de8-b5b1-a2d939278179,Henson LLC - Existing Business Opportunity,Closed Won,Renewals Pipeline,102570.66,2024-05-26,2024-01-13,pam.beesly@example.com,Existing Business,,shepard.com,tuckerdaniel@example.org
DEAL-74eb4ac1-5b1b-4c6b-9e80-328d5be1e8c0,Shaw-Hill - Existing Business Opportunity,Decision Maker Bought-In,Renewals Pipeline,171299.37,2025-07-13,2023-07-26,jim.halpert@example.com,Existing Business,,daniels.info,michaelstark@example.net
DEAL-31049cce-2334-4804-813c-eabffb25ccdb,Glass and Sons - Existing Business Opportunity,Presentation Scheduled,Renewals Pipeline,38175.56,2025-09-05,2023-10-22,angela.martin@example.com,Existing Business,,howard-nichols.com,robersondylan@example.com
DEAL-3a17cf97-d752-4619-be0e-57b708e76f21,"Tucker, Walsh and Fields - New Business Opportunity",Closed Lost,Sales Pipeline,244383.82,2024-09-01,2024-01-23,dwight.schrute@example.com,Existing Business,Competitor,beasley-garcia.com,iwalker@example.org
DEAL-1433bdba-6ec8-415e-8f12-da7dd4dbe029,Arnold-Summers - Existing Business Opportunity,Contract Sent,Sales Pipeline,10596.15,2025-10-04,2023-09-09,michael.scott@example.com,New Business,,fernandez.com,wandascott@example.com
DEAL-956f9d4c-612b-4889-acd8-faf1121e1ee5,Gordon-Downs - New Business Opportunity,Qualified to Buy,Sales Pipeline,38519.46,2025-10-18,2024-11-05,pam.beesly@example.com,New Business,,mann-solis.net,ucamacho@example.net
DEAL-da9437f0-eabd-47ac-bf73-478fc74ed128,Wise-Rivera - Existing Business Opportunity,Appointment Scheduled,Renewals Pipeline,38995.68,2025-08-01,2025-02-02,jim.halpert@example.com,Existing Business,,morris-martinez.com,floydmichelle@example.org
DEAL-2812bd3c-db2a-4be2-875d-16486c92d0c3,"Kennedy, Lee and Kane - Existing Business Opportunity",Appointment Scheduled,Renewals Pipeline,240153.28,2025-07-08,2025-02-10,angela.martin@example.com,New Business,,petersen-scott.com,kayla25@example.org
DEAL-161ca606-66fe-4a36-9551-3f6529ad49e9,Garcia-Garcia - New Business Opportunity,Qualified to Buy,Sales Pipeline,144618.22,2025-10-28,2024-11-11,dwight.schrute@example.com,Existing Business,,alvarez.org,pcallahan@example.org
DEAL-2058c07d-9e4e-40d7-9c84-4ad3f26b2d45,Hart Inc - Existing Business Opportunity,Closed Lost,Renewals Pipeline,13026.44,2024-01-09,2023-05-07,michael.scott@example.com,New Business,Competitor,burke.info,fwright@example.org
DEAL-adb97860-5ab0-4b9c-b173-42444c6bc69f,Hart Inc - Existing Business Opportunity,Contract Sent,Renewals Pipeline,26483.76,2025-10-19,2023-01-30,pam.beesly@example.com,Existing Business,,burke.info,fwright@example.org
DEAL-48ae774f-c14c-4183-abf7-c1bd3473b6b2,Williams-Alvarado - Existing Business Opportunity,Appointment Scheduled,Sales Pipeline,108286.16,2025-06-23,2023-03-08,jim.halpert@example.com,Existing Business,,williams.info,amberhunt@example.com
DEAL-39b46e73-9500-45b2-9ec2-b5d4f66b7d97,"Fox, Ferrell and Diaz - Existing Business Opportunity",Closed Lost,Sales Pipeline,5466.0,2024-09-13,2024-06-13,angela.martin@example.com,Existing Business,Price,smith.com,paige03@example.org
DEAL-6c08603d-0129-44cc-b3a6-f3d30d035a52,Garcia-Garcia - Existing Business Opportunity,Decision Maker Bought-In,Renewals Pipeline,107157.7,2025-10-04,2023-01-09,dwight.schrute@example.com,New Business,,alvarez.org,pcallahan@example.org
DEAL-e8f41318-deca-4cee-a615-75155c9d7911,Hart Inc - New Business Opportunity,Decision Maker Bought-In,Sales Pipeline,222538.39,2025-08-29,2024-10-18,michael.scott@example.com,New Business,,burke.info,sherry82@example.net
DEAL-6164065f-cb17-4a26-9439-200c9a8005eb,"Castro, Patterson and Green - New Business Opportunity",Qualified to Buy,Renewals Pipeline,98075.81,2025-07-01,2024-09-06,pam.beesly@example.com,New Business,,english.com,angelahaley@example.org
DEAL-90ea2dbe-efb8-4bb9-b015-1ba57fae6582,Boyer-Carr - Existing Business Opportunity,Contract Sent,Renewals Pipeline,92944.99,2025-09-22,2024-06-14,jim.halpert@example.com,Existing Business,,carter.org,steelemark@example.net
DEAL-0ab01f1e-af7b-4430-ac31-8b9f6e111696,Ross LLC - New Business Opportunity,Appointment Scheduled,Sales Pipeline,150355.97,2025-05-09,2023-02-08,angela.martin@example.com,Existing Business,,carr.com,edunn@example.net
DEAL-bc07a287-2b6a-4ce4-8b44-723ad7eda31c,Griffith-Beard - New Business Opportunity,Decision Maker Bought-In,Renewals Pipeline,202275.89,2025-06-26,2024-10-26,dwight.schrute@example.com,New Business,,brown.com,eric82@example.com
DEAL-0f0a41e9-1b39-4de8-9197-df77b269d8ae,Petersen LLC - Existing Business Opportunity,Appointment Scheduled,Sales Pipeline,220276.83,2025-05-13,2023-11-29,michael.scott@example.com,New Business,,erickson.biz,katherine95@example.org
DEAL-c94c4e42-0170-4e58-8099-62db71fa7beb,Yu-Williams - Existing Business Opportunity,Qualified to Buy,Renewals Pipeline,33468.17,2025-05-30,2023-07-31,pam.beesly@example.com,New Business,,johnson-simmons.com,tmcgee@example.com
DEAL-77773bac-ba7f-4ba5-a966-2d8994e6c8c5,Hart Inc - Existing Business Opportunity,Closed Lost,Sales Pipeline,80986.72,2024-09-06,2024-06-03,jim.halpert@example.com,New Business,,burke.info,toddedwards@example.net
DEAL-27628f47-e6f4-4d9d-a20f-4bdff10ee7bf,"Perkins, Harris and Coleman - New Business Opportunity",Closed Won,Sales Pipeline,231184.79,2024-05-28,2024-01-07,angela.martin@example.com,Existing Business,,waters.com,pricevicki@example.com
DEAL-5967814c-1930-4c37-a26b-e24190d93d27,Cruz Inc - Existing Business Opportunity,Presentation Scheduled,Renewals Pipeline,92932.99,2025-05-16,2024-11-14,dwight.schrute@example.com,New Business,,flowers.net,david64@example.org
DEAL-ed0d3976-d180-45c0-830d-2453e284b5be,"Perez, Olson and Stokes - Existing Business Opportunity",Contract Sent,Renewals Pipeline,157048.48,2025-08-15,2024-08-21,michael.scott@example.com,New Business,,parsons-moore.com,ljones@example.net
DEAL-d94a99a6-8b33-43c6-bfec-c5ce4c6d98d3,Smith PLC - Existing Business Opportunity,Appointment Scheduled,Renewals Pipeline,89998.44,2025-10-27,2024-09-10,pam.beesly@example.com,Existing Business,,jimenez.com,rileytammy@example.net
DEAL-788f0444-a892-42e5-a934-44d33213a5ea,Preston-Shea - Existing Business Opportunity,Presentation Scheduled,Sales Pipeline,138389.88,2025-08-18,2024-09-25,jim.halpert@example.com,Existing Business,,mclean-ryan.com,charlesphillips@example.net
DEAL-98294ace-2485-4d66-955a-a26be8a21e57,Thompson PLC - New Business Opportunity,Qualified to Buy,Renewals Pipeline,43688.7,2025-09-22,2023-01-22,angela.martin@example.com,Existing Business,,olson.com,huntcraig@example.com
DEAL-553e84b6-43c0-403d-8d4e-dbb8d0ea71de,Moreno-Jones - Existing Business Opportunity,Closed Won,Sales Pipeline,92773.34,2024-04-20,2024-01-31,dwight.schrute@example.com,New Business,,rasmussen.com,paigestuart@example.net
DEAL-91ad32d1-4923-4286-bcd3-63ce8f1e03be,Castro LLC - New Business Opportunity,Closed Lost,Sales Pipeline,20967.73,2025-01-17,2024-11-15,michael.scott@example.com,New Business,Product Fit,archer.com,howard76@example.com
DEAL-0cf1df95-949c-4ced-ae80-c6669ab36acc,"Perez, Olson and Stokes - New Business Opportunity",Presentation Scheduled,Sales Pipeline,178647.81,2025-07-09,2023-01-26,pam.beesly@example.com,New Business,,parsons-moore.com,ljones@example.net
DEAL-83a3d0da-b67f-4ff3-8152-5b52f7d8209d,Chaney and Sons - Existing Business Opportunity,Closed Won,Sales Pipeline,20915.85,2025-04-04,2025-03-18,jim.halpert@example.com,Existing Business,,patterson.net,allisonstewart@example.net
DEAL-d9bf9d4e-67b6-4c4c-ad0b-bc43230fa8cb,"White, Lowe and Hall - New Business Opportunity",Qualified to Buy,Renewals Pipeline,244845.86,2025-06-22,2025-01-18,angela.martin@example.com,New Business,,robinson.com,xkelly@example.com
DEAL-38111fbc-1014-4650-8626-61d23e1f1dda,King PLC - New Business Opportunity,Closed Lost,Sales Pipeline,127747.12,2024-11-28,2024-01-11,dwight.schrute@example.com,Existing Business,,humphrey-brooks.net,roachethan@example.net
DEAL-6b778549-36ae-4ec3-ad4e-11cdcb463921,Cooper-Moore - Existing Business Opportunity,Appointment Scheduled,Renewals Pipeline,210669.51,2025-05-31,2023-05-24,michael.scott@example.com,New Business,,hall.com,ievans@example.net
DEAL-4bfdab77-2b82-48b4-b644-3aebab2ada0b,Charles-Fox - Existing Business Opportunity,Closed Won,Sales Pipeline,106812.33,2024-07-01,2024-02-23,pam.beesly@example.com,Existing Business,,watkins-miller.biz,leblancnicholas@example.org
DEAL-38e32741-841f-483f-bd50-03eefa4b8d8f,"Jordan, Richardson and Schroeder - Existing Business Opportunity",Contract Sent,Sales Pipeline,98827.71,2025-10-23,2025-02-01,jim.halpert@example.com,New Business,,lucas-welch.com,amandalyons@example.com
DEAL-15f0044f-fc61-4904-8a76-143bffc3c447,"Alvarez, Roberts and Brooks - New Business Opportunity",Appointment Scheduled,Sales Pipeline,34099.96,2025-08-19,2023-09-20,angela.martin@example.com,New Business,,smith.org,matthewmatthews@example.org
DEAL-55cd58a0-e70b-4edc-afbc-fecd26ae496a,"Lamb, Garcia and Obrien - Existing Business Opportunity",Appointment Scheduled,Sales Pipeline,155893.04,2025-10-28,2023-08-14,dwight.schrute@example.com,Existing Business,,galvan.org,jessicacastaneda@example.org
DEAL-1000ad0f-8995-4c0a-9130-079fec5b72d1,Le Ltd - Existing Business Opportunity,Appointment Scheduled,Sales Pipeline,38657.05,2025-05-31,2025-01-01,michael.scott@example.com,Existing Business,,hernandez.info,cwolfe@example.net
DEAL-ccc4ad11-f66c-46f8-99f0-2ae6f035ae33,"Velasquez, Gibson and Knox - New Business Opportunity",Appointment Scheduled,Sales Pipeline,137784.99,2025-06-19,2024-05-14,pam.beesly@example.com,New Business,,ortiz.com,alicebaker@example.org
DEAL-a101eae8-a790-4b7e-a05a-6e1235fc5a4c,Boyer-Carr - New Business Opportunity,Presentation Scheduled,Sales Pipeline,60115.54,2025-10-05,2024-03-21,jim.halpert@example.com,New Business,,carter.org,steelemark@example.net
DEAL-0a70d5e5-62df-45b7-be3e-8682f008973d,Thompson PLC - Existing Business Opportunity,Qualified to Buy,Renewals Pipeline,174474.97,2025-06-30,2024-06-15,angela.martin@example.com,Existing Business,,olson.com,huntcraig@example.com
DEAL-09806d3b-2757-492b-8f0f-ec5e38e64614,Jones-Richardson - New Business Opportunity,Contract Sent,Sales Pipeline,8055.29,2025-06-01,2023-03-06,dwight.schrute@example.com,New Business,,garcia.org,jjames@example.org
DEAL-08be0ea9-a7ab-4875-949c-84399dfc6ff4,"Klein, Ford and Oliver - New Business Opportunity",Closed Lost,Sales Pipeline,1659.73,2024-02-08,2023-02-19,michael.scott@example.com,Existing Business,,miller-benitez.com,mpeterson@example.com
DEAL-4d41ad38-bfdb-40cb-bf61-a764799b3a79,"Klein, Ford and Oliver - Existing Business Opportunity",Closed Won,Sales Pipeline,183022.99,2024-02-06,2023-12-09,pam.beesly@example.com,New Business,,miller-benitez.com,jonathanvazquez@example.com
DEAL-21a82fe9-9896-4319-aae0-0d3b5dcd6f09,Lewis Group - Existing Business Opportunity,Closed Lost,Sales Pipeline,79761.67,2025-03-19,2023-12-15,jim.halpert@example.com,Existing Business,Price,malone.info,chelsey32@example.net
DEAL-99ba0984-a960-4f5e-b3af-461fbfe41a06,"Watkins, Jones and Snyder - New Business Opportunity",Qualified to Buy,Renewals Pipeline,43778.85,2025-07-26,2023-03-31,angela.martin@example.com,Existing Business,,garcia-brown.com,crystalhernandez@example.net
DEAL-3c9a7271-c8b0-48c6-92e1-e8b8821868bc,Salinas-Johnson - New Business Opportunity,Presentation Scheduled,Renewals Pipeline,202411.42,2025-09-25,2023-03-17,dwight.schrute@example.com,Existing Business,,henderson-leach.com,christophersanchez@example.org
DEAL-9d7d8c32-d77a-43a6-a6be-91db1a0770de,"Miller, Cunningham and Jimenez - New Business Opportunity",Contract Sent,Sales Pipeline,59913.25,2025-09-22,2025-04-01,michael.scott@example.com,New Business,,white.com,shawn41@example.net
DEAL-1794ad83-65eb-40a5-a61c-4cbeceabca33,Mccormick Group - Existing Business Opportunity,Presentation Scheduled,Renewals Pipeline,72358.04,2025-05-12,2024-06-02,pam.beesly@example.com,New Business,,turner.com,yrosario@example.net
DEAL-ff7ac7a5-c567-4e02-80ea-88121b072caf,"Clark, Scott and Sanchez - New Business Opportunity",Qualified to Buy,Renewals Pipeline,198898.51,2025-07-22,2024-11-30,jim.halpert@example.com,New Business,,pratt-robbins.org,rebecca68@example.org
DEAL-d566cec8-1c14-4bac-b5ac-bd31659138fc,"Ramirez, Greene and Owens - New Business Opportunity",Decision Maker Bought-In,Sales Pipeline,44676.94,2025-09-26,2024-08-21,angela.martin@example.com,Existing Business,,elliott-gray.com,brownbryan@example.net
DEAL-a3264775-ee61-4a04-88a6-2f7ebae8feed,Moreno-Jones - Existing Business Opportunity,Qualified to Buy,Renewals Pipeline,125477.25,2025-06-27,2024-06-29,dwight.schrute@example.com,New Business,,rasmussen.com,ericaguilar@example.com
DEAL-65656019-55af-4566-9254-9ef8124fc637,Miller Inc - Existing Business Opportunity,Contract Sent,Renewals Pipeline,206374.03,2025-07-01,2024-06-06,michael.scott@example.com,Existing Business,,murphy-downs.biz,staciebooker@example.com
DEAL-3b06fa4a-cb8b-42ea-afc3-e8cb8c24691f,Chase-Snyder - New Business Opportunity,Qualified to Buy,Renewals Pipeline,161198.6,2025-05-29,2024-06-11,pam.beesly@example.com,Existing Business,,hubbard.com,brandonmack@example.org
DEAL-11114e08-e666-496f-a42a-e38d8269869b,"Fox, Ferrell and Diaz - New Business Opportunity",Presentation Scheduled,Renewals Pipeline,119793.76,2025-08-14,2023-09-07,jim.halpert@example.com,Existing Business,,smith.com,paige03@example.org
DEAL-653688af-0fe8-400e-8cb0-28c56bac5b40,"Franklin, Humphrey and Alexander - Existing Business Opportunity",Appointment Scheduled,Renewals Pipeline,173376.41,2025-07-29,2024-10-13,angela.martin@example.com,New Business,,morris-thompson.com,brendawalker@example.org
DEAL-ebce288c-3033-41eb-85f5-2f2d1cf4e281,"Miller, Cunningham and Jimenez - New Business Opportunity",Qualified to Buy,Sales Pipeline,95081.93,2025-07-15,2023-06-24,dwight.schrute@example.com,Existing Business,,white.com,mitchell50@example.org
DEAL-8e5bafcd-d04b-4e1b-8848-017ae3dc9960,Howard and Sons - Existing Business Opportunity,Closed Lost,Sales Pipeline,168125.2,2025-01-25,2024-05-16,michael.scott@example.com,Existing Business,Product Fit,rodriguez.biz,snydermichelle@example.org
DEAL-bd504919-783e-46b6-a02e-5cbdf978dc50,Cooper-Moore - New Business Opportunity,Decision Maker Bought-In,Sales Pipeline,17535.58,2025-05-26,2024-07-22,pam.beesly@example.com,Existing Business,,hall.com,ievans@example.net
DEAL-5e099125-c32d-4e2d-bb61-6bc8960f871f,"White, Lowe and Hall - New Business Opportunity",Appointment Scheduled,Renewals Pipeline,120636.9,2025-10-15,2024-01-22,jim.halpert@example.com,New Business,,robinson.com,melody25@example.net
DEAL-c7a57717-3087-421d-b157-bda9bacf7904,Jackson Inc - Existing Business Opportunity,Qualified to Buy,Sales Pipeline,132603.24,2025-06-04,2023-05-04,angela.martin@example.com,New Business,,gardner-hodge.com,crystalanderson@example.com
DEAL-79f17d1c-8b88-44e7-8a3a-3ebe9a3e9080,"Gonzalez, Carson and Johnson - New Business Opportunity",Contract Sent,Sales Pipeline,230787.93,2025-07-18,2024-12-23,dwight.schrute@example.com,New Business,,cardenas-hicks.com,mmoore@example.org
DEAL-5cd51ada-c579-48c1-86c3-a86524f25f8e,Cruz Inc - Existing Business Opportunity,Decision Maker Bought-In,Renewals Pipeline,68427.66,2025-09-12,2024-09-05,michael.scott@example.com,New Business,,flowers.net,david64@example.org
DEAL-b9ced2e0-8298-4b27-92de-5987a64e883f,Mccormick Group - New Business Opportunity,Qualified to Buy,Renewals Pipeline,170580.12,2025-09-17,2023-11-07,pam.beesly@example.com,Existing Business,,turner.com,elizabeth46@example.net
DEAL-e706be05-5706-4e67-a79d-65c3feec1b03,Smith-Mcintyre - New Business Opportunity,Decision Maker Bought-In,Renewals Pipeline,227187.37,2025-07-26,2024-09-04,jim.halpert@example.com,New Business,,lane.com,jacquelineorozco@example.com
DEAL-fc4d3141-e4c0-492b-b627-a1a685160a44,Simon Ltd - Existing Business Opportunity,Appointment Scheduled,Renewals Pipeline,11764.18,2025-10-13,2024-01-18,angela.martin@example.com,New Business,,walker.com,morrisamy@example.net
DEAL-2effce87-0de9-443c-940a-831b3a1379dc,Charles-Fox - New Business Opportunity,Contract Sent,Sales Pipeline,27818.84,2025-07-04,2024-04-29,dwight.schrute@example.com,Existing Business,,watkins-miller.biz,leblancnicholas@example.org
DEAL-35c1dedc-50d3-4619-b435-027a59cb5696,Davis-Chang - Existing Business Opportunity,Closed Lost,Sales Pipeline,152406.4,2023-10-28,2023-09-04,michael.scott@example.com,Existing Business,Price,holmes-navarro.biz,john70@example.net
DEAL-67e84673-5547-49b2-9af1-98e9f9999165,Chase-Snyder - New Business Opportunity,Appointment Scheduled,Sales Pipeline,186586.88,2025-06-10,2023-04-04,pam.beesly@example.com,Existing Business,,hubbard.com,johnsonerica@example.com
DEAL-9e1cb2fa-538c-4a2a-8eff-c8ff4b2b4fe0,Thompson Group - Existing Business Opportunity,Closed Won,Renewals Pipeline,16261.01,2024-12-15,2024-01-26,jim.halpert@example.com,Existing Business,,stokes.com,dariusfox@example.net
DEAL-e5ca5a24-a547-40c9-b017-2a4b1e1534b6,"Watkins, Lutz and Horn - Existing Business Opportunity",Closed Won,Renewals Pipeline,170299.89,2024-12-05,2024-11-04,angela.martin@example.com,Existing Business,,cross.com,krystalrussell@example.net
DEAL-69793c23-cce6-4dd7-81cb-e0e0441b73f4,"Watson, Stewart and Curtis - Existing Business Opportunity",Presentation Scheduled,Sales Pipeline,103608.53,2025-08-06,2023-11-26,dwight.schrute@example.com,Existing Business,,perez-joseph.com,fowlerderek@example.com
DEAL-6c59b472-c9fc-4df4-b46f-1546fc1537a6,Smith Inc - Existing Business Opportunity,Closed Lost,Renewals Pipeline,244158.9,2023-06-28,2023-03-14,michael.scott@example.com,Existing Business,Price,williams.com,mlarson@example.org
DEAL-8bd2befc-ad6f-45ee-9afd-c6f397a0bc7e,Simmons Group - Existing Business Opportunity,Decision Maker Bought-In,Renewals Pipeline,204495.34,2025-08-05,2023-04-10,pam.beesly@example.com,Existing Business,,tran-bird.com,umcdonald@example.net
DEAL-d3aa3a27-5b13-4948-b433-eb691e53140e,"Velasquez, Gibson and Knox - New Business Opportunity",Closed Won,Renewals Pipeline,133878.73,2025-05-02,2025-04-22,jim.halpert@example.com,New Business,,ortiz.com,bethsmith@example.com
DEAL-7a7c6dab-cbfe-4f88-81a1-94391bd1500b,Gonzalez-Dalton - New Business Opportunity,Presentation Scheduled,Renewals Pipeline,77773.72,2025-06-29,2024-03-24,angela.martin@example.com,Existing Business,,george.com,johnsonrobert@example.com
DEAL-428d6009-2f08-4b63-8554-a91a71828d87,"Jordan, Richardson and Schroeder - Existing Business Opportunity",Decision Maker Bought-In,Sales Pipeline,202963.91,2025-10-14,2024-02-26,dwight.schrute@example.com,Existing Business,,lucas-welch.com,barnescarla@example.org
DEAL-a4aee956-38d2-4cad-af51-bc2c5ebf6dd6,Sanchez-Snyder - New Business Opportunity,Appointment Scheduled,Renewals Pipeline,133986.14,2025-07-08,2025-04-25,michael.scott@example.com,New Business,,miranda-west.com,rmiller@example.org
DEAL-dc9ca4de-9a6a-4207-ba86-026841664c7c,Shaw-Hill - New Business Opportunity,Decision Maker Bought-In,Sales Pipeline,103589.46,2025-10-18,2025-01-15,pam.beesly@example.com,Existing Business,,daniels.info,michaelstark@example.net
DEAL-a0e6f4d4-4da3-4cee-8a31-c0d008fd9bf1,Wise-Rivera - Existing Business Opportunity,Qualified to Buy,Sales Pipeline,93441.97,2025-07-21,2023-12-31,jim.halpert@example.com,New Business,,morris-martinez.com,vjones@example.com
DEAL-e4f61c98-7cf7-477f-8604-c7eee441456c,Boyer-Carr - Existing Business Opportunity,Appointment Scheduled,Sales Pipeline,140569.45,2025-07-18,2024-11-26,angela.martin@example.com,Existing Business,,carter.org,barnettjoshua@example.org
DEAL-cf306b86-c58f-40f4-8c88-0596e31b8a27,"Le, Greene and Johnson - New Business Opportunity",Decision Maker Bought-In,Renewals Pipeline,179929.74,2025-08-01,2024-02-05,dwight.schrute@example.com,Existing Business,,osborn.com,kylegonzalez@example.net
DEAL-da5d13c1-8a0f-40a0-b366-06e38138fb58,Moreno-Jones - New Business Opportunity,Appointment Scheduled,Renewals Pipeline,126947.19,2025-09-18,2023-07-27,michael.scott@example.com,New Business,,rasmussen.com,ericaguilar@example.com
DEAL-e9e3a1b6-d9e2-4075-b22b-9e8019209de9,"Murphy, Steele and Velazquez - Existing Business Opportunity",Presentation Scheduled,Sales Pipeline,191822.27,2025-07-07,2023-09-15,pam.beesly@example.com,New Business,,suarez.info,kjohnson@example.net
DEAL-6d226ac6-3f4a-417d-9866-4d3e78c40ea7,"Lewis, Berg and Powell - Existing Business Opportunity",Decision Maker Bought-In,Renewals Pipeline,77711.48,2025-06-24,2023-01-21,jim.halpert@example.com,New Business,,carter.com,pughandrea@example.org
DEAL-990fb187-13f0-4dac-bcc1-8679adbdbe8d,Roberson PLC - Existing Business Opportunity,Contract Sent,Sales Pipeline,64808.29,2025-09-15,2023-11-09,angela.martin@example.com,New Business,,simmons-cook.com,harrisdavid@example.net
DEAL-1858112e-ca75-4364-b2be-e7137fdabe33,"Jackson, Harris and Hill - Existing Business Opportunity",Presentation Scheduled,Renewals Pipeline,173947.32,2025-07-31,2023-03-31,dwight.schrute@example.com,New Business,,sanders.com,danderson@example.net
DEAL-9d5fb790-8195-40f4-a905-2acbeb49aa7c,Zimmerman-Webb - Existing Business Opportunity,Closed Won,Sales Pipeline,199003.06,2024-03-18,2023-04-27,michael.scott@example.com,Existing Business,,thomas.com,timothy34@example.org
DEAL-f114a068-7ad1-4bac-b502-473ca9128597,"Conley, Delgado and Rodgers - Existing Business Opportunity",Closed Lost,Sales Pipeline,155485.19,2024-08-21,2023-06-13,pam.beesly@example.com,Existing Business,Price,bush-phillips.info,halllindsay@example.org
DEAL-8c28acba-f970-456c-a2ce-7fd1dce5e141,Butler-Wallace - New Business Opportunity,Presentation Scheduled,Renewals Pipeline,27316.67,2025-09-30,2024-02-02,jim.halpert@example.com,Existing Business,,hamilton.com,debrasims@example.net
DEAL-9e53c48a-da26-42cf-83c1-f9d05591f318,"Jones, Johnson and Morgan - New Business Opportunity",Presentation Scheduled,Sales Pipeline,185872.81,2025-05-13,2023-03-29,angela.martin@example.com,Existing Business,,padilla-reyes.com,urodriguez@example.net
DEAL-6a8bcecc-ef83-4989-b687-8b3a81d5b234,Shaw-Hill - New Business Opportunity,Contract Sent,Renewals Pipeline,242968.77,2025-07-27,2024-06-26,dwight.schrute@example.com,Existing Business,,daniels.info,michaelstark@example.net
DEAL-a8b2dfb1-be88-41e9-82cf-42b49730098d,Hall-Richmond - New Business Opportunity,Contract Sent,Sales Pipeline,153854.61,2025-07-19,2023-06-18,michael.scott@example.com,New Business,,johnson.net,holmesjaime@example.net
DEAL-0e63efec-9e40-4723-bdab-6d9a5c6c7da1,"Lewis, Berg and Powell - Existing Business Opportunity",Closed Won,Sales Pipeline,129717.41,2024-04-27,2023-03-16,pam.beesly@example.com,New Business,,carter.com,iwilliams@example.net
DEAL-8b360baf-ed43-47b4-9b70-e97645b41fb4,Wallace Inc - New Business Opportunity,Decision Maker Bought-In,Sales Pipeline,84862.9,2025-09-21,2023-12-10,jim.halpert@example.com,Existing Business,,stanton.org,jason78@example.org
DEAL-e3e7177e-9dfd-4cc3-bfb1-8d7529282b42,"Castro, Patterson and Green - New Business Opportunity",Qualified to Buy,Renewals Pipeline,44918.0,2025-09-23,2023-06-02,angela.martin@example.com,Existing Business,,english.com,angelahaley@example.org
DEAL-6b85da97-d3f4-48a1-81c3-690ca3010190,Morgan Inc - New Business Opportunity,Presentation Scheduled,Renewals Pipeline,198463.53,2025-05-30,2023-12-06,dwight.schrute@example.com,New Business,,garrison-medina.com,john79@example.net
DEAL-f858803d-8845-4b48-9c50-344c7ab68a92,Smith-Mcintyre - New Business Opportunity,Qualified to Buy,Sales Pipeline,165066.7,2025-05-11,2024-03-22,michael.scott@example.com,Existing Business,,lane.com,joshuagraham@example.org
